TC_ID,2018_Total_A,2018_Can_A,2018_LowVeg_A,2018_Barren_A,2018_Water_A,2018_Build_A,2018_Road_A,2018_Shrub_A,2018_Wetlands_A,2018_Imperv_A,2013_Total_A,2013_Can_A,2013_LowVeg_A,2013_Barren_A,2013_Water_A,2013_Build_A,2013_Road_A,2013_Shrub_A,2013_Wetlands_A,2013_Imperv_A,Can_PChange,LowVeg_Pchange,Barren_Pchange,Water_Pchange,Build_Pchange,Road_Pchange,Shrub_Pchange,Wetlands_Pchange,Imperv_Pchange
3508,4501,3608,893,0,0,0,0,0,0,0,4501,3608,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3509,8107,6855,997,0,0,0,0,0,0,255,8107,6907,997,0,0,0,0,0,0,203,-0.752859418,0,0,0,0,0,0,0,25.61576355
3510,1802,1155,647,0,0,0,0,0,0,0,1802,1155,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,902,902,0,0,0,0,0,0,0,0,902,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,901,885,16,0,0,0,0,0,0,0,901,885,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3513,901,901,0,0,0,0,0,0,0,0,901,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,2700,2558,142,0,0,0,0,0,0,0,2700,2558,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3515,2697,2225,74,0,0,0,389,0,0,9,2697,2225,74,0,0,0,389,0,0,9,0,0,0,0,0,0,0,0,0
3516,15306,15228,78,0,0,0,0,0,0,0,15306,15228,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3517,4497,3326,1171,0,0,0,0,0,0,0,4497,3296,1201,0,0,0,0,0,0,0,0.910194175,-2.497918401,0,0,0,0,0,0,0
3518,2693,0,0,0,0,0,0,0,2693,0,2693,0,0,0,0,0,0,0,2693,0,0,0,0,0,0,0,0,0,0
3519,900,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0
3520,1796,1515,281,0,0,0,0,0,0,0,1796,1515,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3521,2696,2111,585,0,0,0,0,0,0,0,2696,2104,592,0,0,0,0,0,0,0,0.33269962,-1.182432432,0,0,0,0,0,0,0
3522,4499,4447,52,0,0,0,0,0,0,0,4499,4443,56,0,0,0,0,0,0,0,0.09002926,-7.142857143,0,0,0,0,0,0,0
3523,1796,126,0,0,0,0,0,0,1670,0,1796,126,0,0,0,0,0,0,1670,0,0,0,0,0,0,0,0,0,0
3524,898,0,0,0,0,0,0,0,898,0,898,0,0,0,0,0,0,0,898,0,0,0,0,0,0,0,0,0,0
3525,6303,5793,477,0,0,33,0,0,0,0,6303,5793,477,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,5392,5392,0,0,0,0,0,0,0,0,5392,5392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3527,9907,8741,1166,0,0,0,0,0,0,0,9907,8726,1181,0,0,0,0,0,0,0,0.171900069,-1.270110076,0,0,0,0,0,0,0
3528,14403,14228,118,0,47,10,0,0,0,0,14403,14228,118,0,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,901,403,425,0,0,73,0,0,0,0,901,476,425,0,0,0,0,0,0,0,-15.33613445,0,0,0,0,0,0,0,0
3530,3597,3530,67,0,0,0,0,0,0,0,3597,3530,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,108911,27337,58068,0,403,0,0,0,23103,0,108911,27224,58177,0,407,0,0,0,23103,0,0.415074934,-0.187359266,0,-0.982800983,0,0,0,0,0
3532,15292,15283,5,0,0,0,4,0,0,0,15292,15283,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
3533,38694,21830,6414,0,0,0,0,0,10450,0,38694,21812,6432,0,0,0,0,0,10450,0,0.082523382,-0.279850746,0,0,0,0,0,0,0
3534,43591984,30964776,3827812,14898,8366692,111177,163084,0,0,143545,43591984,31004277,3830373,7330,8352324,102363,163437,0,0,131880,-0.127405003,-0.066860329,103.2469304,0.172023978,8.610533103,-0.215985364,0,0,8.845162269
3535,1799,1799,0,0,0,0,0,0,0,0,1799,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3536,899,857,42,0,0,0,0,0,0,0,899,857,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3537,2697,1882,815,0,0,0,0,0,0,0,2697,1882,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,901,794,69,0,21,17,0,0,0,0,901,794,69,0,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0
3539,72890,68144,4746,0,0,0,0,0,0,0,72890,68144,4746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,6297,6225,72,0,0,0,0,0,0,0,6297,6225,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3541,150322,78760,64233,0,53,0,0,0,7236,40,150322,76923,66110,0,53,0,0,0,7236,0,2.388102388,-2.839207382,0,0,0,0,0,0,0
3542,901,807,83,0,0,11,0,0,0,0,901,807,83,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3544,900,900,0,0,0,0,0,0,0,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3545,4501,3921,580,0,0,0,0,0,0,0,4501,3921,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3546,900,707,193,0,0,0,0,0,0,0,900,707,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3547,901,901,0,0,0,0,0,0,0,0,901,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,3602,3602,0,0,0,0,0,0,0,0,3602,3602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3549,18897,18815,11,0,71,0,0,0,0,0,18897,18815,11,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550,6292,6247,45,0,0,0,0,0,0,0,6292,6247,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3551,900,852,48,0,0,0,0,0,0,0,900,852,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3552,895,889,0,0,6,0,0,0,0,0,895,889,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,43191,39054,1869,0,2268,0,0,0,0,0,43191,39054,1869,0,2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,898,898,0,0,0,0,0,0,0,0,898,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,63004,53814,7395,0,805,0,0,0,990,0,63004,53796,7412,0,805,0,0,0,991,0,0.033459737,-0.229357798,0,0,0,0,0,-0.100908174,0
3556,902,899,3,0,0,0,0,0,0,0,902,899,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3557,903,608,17,0,0,0,0,0,278,0,903,608,17,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0
3558,1800,913,645,0,0,103,0,0,0,139,1800,913,645,0,0,103,0,0,0,139,0,0,0,0,0,0,0,0,0
3559,18002,18002,0,0,0,0,0,0,0,0,18002,18002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3560,899,92,596,0,211,0,0,0,0,0,899,92,596,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3561,1802,5,49,0,0,0,0,0,1748,0,1802,5,49,0,0,0,0,0,1748,0,0,0,0,0,0,0,0,0,0
3562,898,898,0,0,0,0,0,0,0,0,898,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3563,7197,6592,271,0,205,0,0,0,129,0,7197,6592,271,0,205,0,0,0,129,0,0,0,0,0,0,0,0,0,0
3564,2699,2678,21,0,0,0,0,0,0,0,2699,2678,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3565,1799,1731,68,0,0,0,0,0,0,0,1799,1731,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,2700,2700,0,0,0,0,0,0,0,0,2700,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3567,115201,113285,1751,0,0,0,165,0,0,0,115201,113285,1751,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0
3568,898,898,0,0,0,0,0,0,0,0,898,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,65702,57312,3137,0,5253,0,0,0,0,0,65702,57305,3144,0,5253,0,0,0,0,0,0.012215339,-0.22264631,0,0,0,0,0,0,0
3570,899,750,149,0,0,0,0,0,0,0,899,750,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3571,7193,6446,720,0,0,0,0,0,27,0,7193,6428,738,0,0,0,0,0,27,0,0.280024891,-2.43902439,0,0,0,0,0,0,0
3572,33313,33313,0,0,0,0,0,0,0,0,33313,33313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3573,33308,7541,1149,0,447,0,0,23406,759,6,33308,7383,24713,0,447,0,0,0,759,6,2.14005147,-95.35062518,0,0,0,0,0,0,0
3574,901,632,102,0,162,0,0,0,5,0,901,632,102,0,162,0,0,0,5,0,0,0,0,0,0,0,0,0,0
3575,7197,5641,1556,0,0,0,0,0,0,0,7197,5545,1652,0,0,0,0,0,0,0,1.73128945,-5.811138015,0,0,0,0,0,0,0
3576,899,327,572,0,0,0,0,0,0,0,899,327,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,43197,42077,439,0,365,0,0,0,316,0,43197,42077,439,0,365,0,0,0,316,0,0,0,0,0,0,0,0,0,0
3578,8999,8999,0,0,0,0,0,0,0,0,8999,8999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,901,515,246,0,0,0,0,0,140,0,901,515,246,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0
3580,903,542,361,0,0,0,0,0,0,0,903,542,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3581,905,226,604,0,0,0,0,0,75,0,905,222,608,0,0,0,0,0,75,0,1.801801802,-0.657894737,0,0,0,0,0,0,0
3582,26108,25431,197,0,59,0,0,0,421,0,26108,25431,197,0,59,0,0,0,421,0,0,0,0,0,0,0,0,0,0
3583,896,0,0,0,0,0,0,0,896,0,896,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,0,0,0
3584,22503,15630,6720,0,126,0,0,0,27,0,22503,15630,6720,0,126,0,0,0,27,0,0,0,0,0,0,0,0,0,0
3585,2695,1364,1111,0,0,0,0,0,220,0,2695,1364,1111,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0
3586,903,851,52,0,0,0,0,0,0,0,903,851,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3587,1801,154,883,0,0,297,109,0,0,358,1801,119,913,0,0,302,109,0,0,358,29.41176471,-3.285870756,0,0,-1.655629139,0,0,0,0
3588,1801,1643,10,0,148,0,0,0,0,0,1801,1643,10,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,9007,9007,0,0,0,0,0,0,0,0,9007,9007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3590,899,344,82,0,0,0,0,0,473,0,899,344,82,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0
3591,901,211,686,0,0,0,0,0,4,0,901,211,686,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
3592,894,99,795,0,0,0,0,0,0,0,894,99,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3593,902,853,49,0,0,0,0,0,0,0,902,853,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,1799,1792,0,0,7,0,0,0,0,0,1799,1792,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,2699,2698,0,0,1,0,0,0,0,0,2699,2698,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,1798,1547,217,0,0,0,0,0,34,0,1798,1547,217,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
3597,3604,1548,2036,0,0,0,0,0,20,0,3604,1524,2060,0,0,0,0,0,20,0,1.57480315,-1.165048544,0,0,0,0,0,0,0
3598,899,899,0,0,0,0,0,0,0,0,899,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3599,3595,2033,209,0,0,0,0,0,1353,0,3595,2033,209,0,0,0,0,0,1353,0,0,0,0,0,0,0,0,0,0
3600,1799,1799,0,0,0,0,0,0,0,0,1799,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,2699,2699,0,0,0,0,0,0,0,0,2699,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,896,876,0,0,0,0,0,0,20,0,896,876,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
3603,19800,19475,291,0,0,34,0,0,0,0,19800,19475,291,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,5400,4420,126,0,854,0,0,0,0,0,5400,4420,126,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,904,780,38,0,0,0,0,0,86,0,904,780,38,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
3606,896,896,0,0,0,0,0,0,0,0,896,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3607,1800,1139,661,0,0,0,0,0,0,0,1800,1139,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,3597,1594,270,0,0,0,0,0,1733,0,3597,1594,270,0,0,0,0,0,1733,0,0,0,0,0,0,0,0,0,0
3609,894,894,0,0,0,0,0,0,0,0,894,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,4500,4240,260,0,0,0,0,0,0,0,4500,4240,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3611,4495,4327,6,0,162,0,0,0,0,0,4495,4327,6,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3612,900,900,0,0,0,0,0,0,0,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3613,899,794,4,0,101,0,0,0,0,0,899,794,4,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3614,2700,2700,0,0,0,0,0,0,0,0,2700,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3615,898,787,111,0,0,0,0,0,0,0,898,787,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,105299,66613,2304,0,36382,0,0,0,0,0,105299,66734,2183,0,36382,0,0,0,0,0,-0.18131687,5.542830967,0,0,0,0,0,0,0
3617,898,847,51,0,0,0,0,0,0,0,898,847,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3618,9006,9006,0,0,0,0,0,0,0,0,9006,9006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3619,897,705,128,0,64,0,0,0,0,0,897,705,128,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3620,1802,1802,0,0,0,0,0,0,0,0,1802,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3621,5399,4357,781,0,0,0,239,0,0,22,5399,4341,797,0,0,0,239,0,0,22,0.368578669,-2.007528231,0,0,0,0,0,0,0
3622,17154077,14820487,1823958,4033,226577,58962,115462,0,0,104598,17154077,14819452,1828633,6555,226588,53598,115660,0,0,103591,0.006984064,-0.255655454,-38.47444699,-0.004854626,10.00783611,-0.171191423,0,0,0.97209217
3623,899,583,123,0,0,0,0,0,193,0,899,583,123,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0
3624,10799,9280,795,0,724,0,0,0,0,0,10799,9280,795,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,8993,6599,2068,0,0,0,0,0,326,0,8993,6576,2091,0,0,0,0,0,326,0,0.349756691,-1.099952176,0,0,0,0,0,0,0
3626,900,900,0,0,0,0,0,0,0,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,6306,4698,1443,0,0,0,0,0,165,0,6306,4687,1454,0,0,0,0,0,165,0,0.2346917,-0.7565337,0,0,0,0,0,0,0
3628,23399,23399,0,0,0,0,0,0,0,0,23399,23399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,1803,1474,74,0,0,0,0,0,255,0,1803,1474,74,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0
3631,897,610,125,0,0,0,155,0,0,7,897,610,125,0,0,0,155,0,0,7,0,0,0,0,0,0,0,0,0
3632,2702,2479,141,0,0,0,0,0,82,0,2702,2477,143,0,0,0,0,0,82,0,0.080742834,-1.398601399,0,0,0,0,0,0,0
3633,900,900,0,0,0,0,0,0,0,0,900,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,3596,877,23,0,2696,0,0,0,0,0,3596,877,23,0,2696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,14391,13705,686,0,0,0,0,0,0,0,14391,13705,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,42297,13435,2774,0,0,0,0,86,26002,0,42297,13239,2961,0,0,0,0,87,26010,0,1.480474356,-6.315433975,0,0,0,0,-1.149425287,-0.030757401,0
3637,6298,5695,273,0,6,0,0,0,324,0,6298,5695,273,0,6,0,0,0,324,0,0,0,0,0,0,0,0,0,0
3638,15299,15292,7,0,0,0,0,0,0,0,15299,15292,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,41407,39184,2223,0,0,0,0,0,0,0,41407,39184,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,3599,2006,1340,0,0,150,57,0,0,46,3599,2006,19,1574,0,0,0,0,0,0,0,6952.631579,-100,0,0,0,0,0,0
3641,9897,6351,3118,0,81,0,343,0,0,4,9897,6307,3162,0,81,0,343,0,0,4,0.697637546,-1.391524352,0,0,0,0,0,0,0
3642,901,901,0,0,0,0,0,0,0,0,901,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,3592,3592,0,0,0,0,0,0,0,0,3592,3592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3644,4503,3748,349,0,0,0,0,0,406,0,4503,3745,352,0,0,0,0,0,406,0,0.080106809,-0.852272727,0,0,0,0,0,0,0
3645,2699,2699,0,0,0,0,0,0,0,0,2699,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,3603,1592,115,0,0,0,0,0,1896,0,3603,1592,115,0,0,0,0,0,1896,0,0,0,0,0,0,0,0,0,0
3647,2703,745,540,0,0,0,0,0,1418,0,2703,745,540,0,0,0,0,0,1418,0,0,0,0,0,0,0,0,0,0
3648,900,882,11,0,0,0,0,0,0,7,900,882,11,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
3649,51286,39016,9626,74,842,1144,0,0,0,584,51286,37025,11751,74,843,1084,0,0,0,509,5.37744767,-18.08356736,0,-0.118623962,5.535055351,0,0,0,14.73477407
3650,431958,146801,47396,0,1532,0,183,1581,234465,0,431958,146547,47635,0,1532,0,183,1587,234474,0,0.173323234,-0.50173192,0,0,0,0,-0.378071834,-0.003838379,0
3651,4504,4504,0,0,0,0,0,0,0,0,4504,4504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,2699,33,1607,0,0,732,0,0,0,327,2699,11,1620,0,0,734,0,0,0,334,200,-0.802469136,0,0,-0.272479564,0,0,0,-2.095808383
3653,898,380,518,0,0,0,0,0,0,0,898,375,523,0,0,0,0,0,0,0,1.333333333,-0.956022945,0,0,0,0,0,0,0
3654,1799,1799,0,0,0,0,0,0,0,0,1799,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3655,2696,2448,200,0,0,0,0,0,0,48,2696,2440,208,0,0,0,0,0,0,48,0.327868852,-3.846153846,0,0,0,0,0,0,0
3656,5404,3686,1504,0,0,0,0,0,0,214,5404,3733,1502,0,0,0,0,0,0,169,-1.259040986,0.133155792,0,0,0,0,0,0,26.62721893
3657,59402,50434,8088,0,880,0,0,0,0,0,59402,50318,8204,0,880,0,0,0,0,0,0.230533805,-1.413944417,0,0,0,0,0,0,0
3658,904,662,227,0,15,0,0,0,0,0,904,662,227,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3659,3595,47,0,0,0,0,0,0,3548,0,3595,47,0,0,0,0,0,0,3548,0,0,0,0,0,0,0,0,0,0
3660,903,705,198,0,0,0,0,0,0,0,903,700,203,0,0,0,0,0,0,0,0.714285714,-2.463054187,0,0,0,0,0,0,0
3661,10804,10400,404,0,0,0,0,0,0,0,10804,10400,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,899,768,131,0,0,0,0,0,0,0,899,768,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,2692,1438,763,0,0,0,0,0,491,0,2692,1438,763,0,0,0,0,0,491,0,0,0,0,0,0,0,0,0,0
3664,897,482,415,0,0,0,0,0,0,0,897,482,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3665,4500,4500,0,0,0,0,0,0,0,0,4500,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3666,6293,1696,2606,0,0,469,872,0,0,650,6293,1674,2663,0,0,469,872,0,0,615,1.314217443,-2.140443109,0,0,0,0,0,0,5.691056911
3667,1800,1518,282,0,0,0,0,0,0,0,1800,1518,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3668,898,898,0,0,0,0,0,0,0,0,898,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3669,1802,1802,0,0,0,0,0,0,0,0,1802,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3670,2702,2539,163,0,0,0,0,0,0,0,2702,2539,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3671,41402,38490,2632,0,280,0,0,0,0,0,41402,38455,2666,0,281,0,0,0,0,0,0.091015473,-1.27531883,0,-0.355871886,0,0,0,0,0
3672,4498,109,3080,0,0,0,653,0,0,656,4498,73,3114,0,0,0,653,0,0,658,49.31506849,-1.091843288,0,0,0,0,0,0,-0.303951368
3673,99907,96499,3012,0,396,0,0,0,0,0,99907,96494,3017,0,396,0,0,0,0,0,0.005181669,-0.165727544,0,0,0,0,0,0,0
3674,4498,0,0,0,0,0,0,0,4498,0,4498,0,0,0,0,0,0,0,4498,0,0,0,0,0,0,0,0,0,0
3675,1803,1439,312,0,52,0,0,0,0,0,1803,1439,312,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,8094,4653,2020,427,354,255,198,0,0,187,8094,4508,2156,428,354,235,204,0,0,209,3.216503993,-6.307977737,-0.23364486,0,8.510638298,-2.941176471,0,0,-10.52631579
3677,900,300,577,0,23,0,0,0,0,0,900,281,596,0,23,0,0,0,0,0,6.761565836,-3.187919463,0,0,0,0,0,0,0
3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,3599,3599,0,0,0,0,0,0,0,0,3599,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3680,5401,5266,135,0,0,0,0,0,0,0,5401,5266,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3681,2699,125,1924,0,650,0,0,0,0,0,2699,113,1936,0,650,0,0,0,0,0,10.61946903,-0.619834711,0,0,0,0,0,0,0
3682,6303,1203,4925,0,175,0,0,0,0,0,6303,1193,4935,0,175,0,0,0,0,0,0.838222967,-0.202634245,0,0,0,0,0,0,0
3683,3597,3401,144,0,52,0,0,0,0,0,3597,3401,144,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3684,2700,1052,41,0,0,0,0,1607,0,0,2700,1052,41,0,0,0,0,1607,0,0,0,0,0,0,0,0,0,0,0
3685,14400,10603,3784,0,0,0,0,0,0,13,14400,9849,4538,0,0,0,0,0,0,13,7.655599553,-16.61524901,0,0,0,0,0,0,0
3686,5404,5076,195,0,0,0,133,0,0,0,5404,5076,195,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0
3687,1804,417,331,0,1051,0,0,5,0,0,1804,417,331,0,1051,0,0,5,0,0,0,0,0,0,0,0,0,0,0
3688,898,103,0,0,0,0,0,795,0,0,898,64,0,0,0,0,0,834,0,0,60.9375,0,0,0,0,0,-4.676258993,0,0
3689,13500,2130,4898,0,0,737,0,0,0,5735,13500,1899,5093,0,0,737,0,0,0,5771,12.164297,-3.828784606,0,0,0,0,0,0,-0.623808699
3690,900,165,155,0,368,0,0,166,46,0,900,165,155,0,368,0,0,166,46,0,0,0,0,0,0,0,0,0,0
3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3693,1799,1391,408,0,0,0,0,0,0,0,1799,1391,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,1801,1778,23,0,0,0,0,0,0,0,1801,1778,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,53986,53582,404,0,0,0,0,0,0,0,53986,53582,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,1800,45,556,0,0,0,642,0,0,557,1800,174,741,0,0,0,642,0,0,243,-74.13793103,-24.96626181,0,0,0,0,0,0,129.218107
3698,1802,1738,64,0,0,0,0,0,0,0,1802,1738,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700,25199,9715,12178,0,0,955,373,0,0,1978,25199,9559,12343,0,0,937,373,0,0,1987,1.631969871,-1.336790083,0,0,1.921024546,0,0,0,-0.452944137
3701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3702,130507,86540,38252,0,0,472,2995,0,0,2248,130507,93748,31017,0,0,442,2995,0,0,2305,-7.688697359,23.32591804,0,0,6.787330317,0,0,0,-2.472885033
3703,8104,5802,2086,0,0,0,0,0,0,216,8104,5802,2086,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0
3704,12609,12609,0,0,0,0,0,0,0,0,12609,12609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3705,18007,16159,705,0,1143,0,0,0,0,0,18007,16159,705,0,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3706,8999,8794,205,0,0,0,0,0,0,0,8999,8794,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,3596,3589,7,0,0,0,0,0,0,0,3596,3589,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,44096,31611,6613,0,960,29,0,4855,0,28,44096,37413,689,0,960,29,0,4977,0,28,-15.50797851,859.796807,0,0,0,0,-2.451275869,0,0
3709,5398,5398,0,0,0,0,0,0,0,0,5398,5398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3710,15303,797,7616,0,0,1690,0,0,0,5200,15303,729,7679,0,0,1690,0,0,0,5205,9.327846365,-0.820419325,0,0,0,0,0,0,-0.096061479
