2018_Total_A,2018_Can_A,2018_LowVeg_A,2018_Barren_A,2018_Water_A,2018_Build_A,2018_Road_A,2018_Shrub_A,2018_Wetlands_A,2018_Imperv_A,2013_Total_A,2013_Can_A,2013_LowVeg_A,2013_Barren_A,2013_Water_A,2013_Build_A,2013_Road_A,2013_Shrub_A,2013_Wetlands_A,2013_Imperv_A,Can_PChange,LowVeg_Pchange,Barren_Pchange,Water_Pchange,Build_Pchange,Road_Pchange,Shrub_Pchange,Wetlands_Pchange,Imperv_Pchange
10356715941,6817236449,2999526339,46785939,190681215,47477657,75217270,26187429,63093324,90510319,10356715941,6824567006,3013716065,38937285,189318126,42462675,74216247,28874324,63473293,81150920,-0.107414243,-0.470838184,20.15716812,0.719999204,11.8103299,1.348792266,-9.305481922,-0.598628151,11.53332458
