2013_Total_A,2013_Can_A,2013_LowVeg_A,2013_Barren_A,2013_Water_A,2013_Build_A,2013_Road_A,2013_Shrub_A,2013_Wetlands_A,2013_Imperv_A,2018_Total_A,2018_Can_A,2018_LowVeg_A,2018_Barren_A,2018_Water_A,2018_Build_A,2018_Road_A,2018_Shrub_A,2018_Wetlands_A,2018_Imperv_A,Can_Pchange,LowVeg_Pchange,Barren_Pchange,Water_Pchange,Build_Pchange,Road_Pchange,Shrub_Pchange,Wetlands_Pchange,Imperv_Pchange
25098165936,12555182075,9667403613,109548012,273339305,440325578,529905059,57594130,731098125,733770039,25098165936,12503918806,9638224688,127107365,276092379,459311600,531867872,53985738,730229601,777427887,-0.408303669,-0.301827938,16.02891068,1.00720019,4.311814473,0.370408428,-6.26520793,-0.118797186,5.949799757
