,OID_,FID_,2013_Water_A,2013_Wet_A,2013_Can_A,2013_Shrub_A,2013_LowVeg_A,2013_Barren_A,2013_Struc_A,2013_Imperv_A,2013_Road_A,2013_APG_A,2013_Total_A,OID_,FID_,Water_A,Wet_A,Can_A,Shrub_A,LowVeg_A,Barren_A,Struc_A,Imperv_A,Road_A,APG_A,2018_Total_A,Water_Pchange,Wet_Pchange,Can_Pchange,Shrub_Pchange,LowVeg_Pchange,Barren_Pchange,Struc_Pchange,Imperv_Pchange,Road_Pchange
Total,372816.0,372816.0,1060078114.0,741092387.0,12574625686.0,57665774.0,9667100134.0,110192277.0,440285391.0,733929072.0,529885890.0,154066127.0,25914854725.0,372816.0,372816.0,1062677854.0,740225829.0,12522857036.0,54058758.0,9638695708.0,127470276.0,459254274.0,777672590.0,531942400.0,154066127.0,25914854725.0,0.24524041819808762,-0.11692982078899698,-0.41169137986856175,-6.255037867002357,-0.29382571408461217,15.679863843815479,4.308315330862295,5.9601833022905515,0.388104314308124
