state,TC_ID,Patch_A_2013,Edge_A_2013,SCore_A_2013,MCore_A_2013,Lcore_A_2013,Patch_A_2018,Edge_A_2018,SCore_A_2018,MCore_A_2018,Lcore_A_2018,Patch_Acres_2013,Edge_Acres_2013,SCore_Acres_2013,MCore_Acres_2013,Lcore_Acres_2013,Patch_Acres_2018,Edge_Acres_2018,SCore_Acres_2018,MCore_Acres_2018,Lcore_Acres_2018,Patch_Change,Edge_Change,Score_Change,Mcore_Change,Lcore_Change
State,1,1203199375,4523015750,677793675,145255350,278214275,1256115975,4460983225,648493275,143303375,270370775,297316.5816,1117659.807,167486.2061,35893.32326,68748.13843,310392.538,1102331.26,160245.9307,35410.98048,66809.97036,13075.95644,-15328.54709,-7240.275343,-482.3427824,-1938.168068
