TC_Percent_Change,LowVeg_Percent_Change,Barren_Percent_Change,Water_Percent_Change,Building_Percent_Change,Road_Percent_Change,Shrub_Percent_Change,Wetlands_Percent_Change,Imperv_Percent_Change,TC_Area_Acres_Change,LowVeg_Area_Acres_Change,Barren_Area_Acres_Change,Water_Area_Acres_Change,Buildings_Area_Acres_Change,Road_Area_Acres_Change,Shrub_Area_Acres_Change,Wetlands_Area_Acres_Change,Impervious_Area_Acres_Change,TC_OutsideForest_Acres_2013,TC_OutsideForestChange_acres,TC_InsideForestChange_acres,TC_OutsideForest_Acres_2018,TC_InsideForest_A_Acres_2013,TC_InsideForest_A_Acres_2018
-0.204251056,-0.116259192,0.069962694,0.010969224,0.075647049,0.007820544,-0.014377114,-0.003460508,0.17394836,-12667.43059,-7210.269934,4339.010947,680.299452,4691.548561,485.0216915,-891.6531485,-214.6169704,10788.08999,1412445.669,-712.6625472,-11954.76708,1411733.006,1690007.483,1678052.716
