Land_A,Total_A_acres,Can_A_acres,LowVeg_A_acres,Barren_A_acres,Water_A_acres,Build_A_acres,Road_A_acres,Shrub_A_acres,Wetlands_A_acres,Imperv_A_acres,Can_P_land,Can_P,LowVeg_P,Barren_P,Water_P,Build_P,Road_P,Imperv_P,Wetlands_P,Shrub_P,Forest_A_Acres,Forest_P,TC_InsideForest_P,TC_OutsideForest_P,TC_A_Acres_InsideForest,TC_A_Acres_OutsideForest,TC_Pland_Forest,TC_Pland_OutsideForest
6133667.944,6201891.856,3089785.621,2381657.184,31408.91386,68223.9125,113498.3679,131427.4132,13340.16636,180443.6638,192106.6142,50.37419126,49.82004995,38.4021076,0.50644085,1.100050018,1.830060416,2.119150353,3.097548598,2.909493876,0.215098339,1678052.723,27.05711035,54.30968129,45.69031871,1678052.723,1411732.898,27.35806272,23.01612854
