CPFA,MUN_CODE,MUN_NAME,RUVI_CODE,RUVI_NAME,COMMENT_,ACRES,JURSCODE,STATE_ELIGIBLE,TC_ID,TC_Percent_Change,LowVeg_Percent_Change,Barren_Percent_Change,Water_Percent_Change,Building_Percent_Change,Road_Percent_Change,Shrub_Percent_Change,Wetlands_Percent_Change,Imperv_Percent_Change,TC_Change_Acres,LowVeg_Change_Acres,Barren_Change_Acres,Water_Change_Acres,Buildings_Change_Acres,Road_Change_Acres,Shrub_Change_Acres,Wetlands_Change_Acres,Impervious_Change_Acres,Forest_Change,Forest_Change_Acres,NonForest_Change_Acres
IN,,,,,NO,1.02379167,ANNE,YES,941,-1.109235592,0,0,0,0,0,0,0,1.109235592,-0.01136683,0,0,0,0,0,0,0,0.01136683,0,0,0
IN,,,RV,HARMANS WOODS,NO,1.22047216,ANNE,YES,942,0.404612583,-0.101153146,0,0,0,-0.262998179,-0.040461258,0,0,0.0049421,-0.001235525,0,0,0,-0.003212365,-0.00049421,0,0,1.02E-12,0,0.0049421
IN,,,,,NO,11.96748414,ANNE,YES,943,0.115599777,-0.088764115,0,0,-0.014449972,0,0,0,-0.01238569,0.01383788,-0.010625515,0,0,-0.001729735,0,0,0,-0.00148263,0,0,0
IN,,,RV,FOXCHASE WOODS,NO,25.13777703,ANNE,YES,944,-0.272318839,-0.492533352,0,0,0.239876523,-0.05898603,-0.000983101,0,0.584944799,-0.068448085,-0.123799605,0,0,0.06029362,-0.0148263,-0.000247105,0,0.147027475,1.02E-12,0,-0.068448085
IN,,,,,NO,7.24225762,ANNE,YES,945,0.269514192,-0.109170306,0,0,-0.057996725,0,0,0,-0.102347162,0.019521295,-0.00790736,0,0,-0.004200785,0,0,0,-0.00741315,0,0,0
IN,,,RV,JACOBSVILLE,NO,33.77267218,ANNE,YES,946,0.232639803,-0.26994996,0,0,-0.009510432,-0.011705147,0,0,0.058525737,0.07857939,-0.091181745,0,0,-0.003212365,-0.00395368,0,0,0.0197684,0,0,0.07857939
IN,,,RV,MARYLAND CITY,NO,40.03156814,ANNE,YES,947,0.407342032,-0.837519904,0,0,-0.098132399,-0.006789034,0,0,0.535099305,0.1630893,-0.335321485,0,0,-0.039289695,-0.002718155,0,0,0.214240035,1.00E-11,2.00E-15,0.1630893
IN,,, , ,NO,12.9662394,ANNE,YES,948,0.030491291,1.890460037,-1.383542326,0,0.71082822,0,0,0,-1.248237222,0.00395368,0.24512816,-0.17939823,0,0.092170165,0,0,0,-0.161853775,9.82E-11,2.40E-14,0.00395368
IN,,,,,NO,8.64155141,ANNE,YES,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,,RV,MILLRACE,NO,5.54213248,ANNE,YES,950,-0.334373607,1.181453411,0,0,0,-1.466785555,0,0,0.619705751,-0.018532875,0.065482825,0,0,0,-0.081297545,0,0,0.034347595,0,0,0
IN,,,,,NO,2.92776712,ANNE,YES,951,0.843810649,-0.717239052,0,0,-0.025314319,-0.033752426,0,0,-0.067504852,0.0247105,-0.021003925,0,0,-0.000741315,-0.00098842,0,0,-0.00197684,0,0,0
IN,,,RV,PINES ON THE SEVERN,NO,138.502468,ANNE,YES,952,-0.088129304,-0.028543904,0,0,-0.013201556,-0.004995183,0,0,0.134869947,-0.12206987,-0.0395368,0,0,-0.01828577,-0.00691894,0,0,0.18681138,-253.3436356,-0.062602479,-0.059467391
IN,MUN,ANNAPOLIS, , ,NO,7.56178419,ANNE,YES,953,-14.91127741,-21.20845724,0,0,3.192706121,0,0,0,32.92702853,-1.127540115,-1.60371145,0,0,0.241421585,0,0,0,2.48982998,2.00E-11,5.00E-15,-1.127540115
IN,,,RV,DOPECO MANOR,NO,73.93953331,ANNE,YES,954,-2.635958375,1.113465176,1.207033678,0,0.037093228,-0.157395588,0,0,0.435761882,-1.94916424,0.82335386,0.89254326,0,0.027428655,-0.116386455,0,0,0.32222492,-1464.596047,-0.361909006,-1.587255234
IN,,, , ,NO,2405.105765,ANNE,YES,955,-0.098498848,-0.040342613,-0.008516431,-0.00104786,-0.000369833,-0.010622425,-0.001088953,0,0.160486963,-2.36924274,-0.970381335,-0.204850045,-0.02520471,-0.00889578,-0.25550657,-0.02619313,0,3.86027431,-1265.219103,-0.312641967,-2.056600773
IN,,,RV,KENORA WOODS,NO,19.55282575,ANNE,YES,956,0.319771483,-0.145350674,0,0,0.453746888,-0.054348513,0,0,-0.573819184,0.062517565,-0.028417075,0,0,0.088710695,-0.010625515,0,0,-0.11218567,1.02E-12,0,0.062517565
IN,,,RV,ARNOLD,NO,243.4284326,ANNE,YES,957,-8.404046269,1.394533518,1.851393214,0,0.940109866,0.213762835,-0.001015018,0,4.005261854,-20.45955269,3.394975595,4.5071952,0,2.28868651,0.52040313,-0.00247105,0,9.7507633,-57637.92572,-14.24261963,-6.216933051
IN,,, , ,NO,49.13051665,ANNE,YES,958,-0.016596759,-0.082480863,0,0,-0.023134876,-0.026655401,0,0,0.1488679,-0.008154465,-0.04052522,0,0,-0.01136683,-0.013096565,0,0,0.07314308,1.02E-10,2.50E-14,-0.008154465
IN,,, , ,NO,28.33951503,ANNE,YES,959,-20.31858963,5.252282179,0.911127968,0,2.514538812,3.648871335,0,0,7.991769332,-5.75853492,1.48856052,0.258224725,0,0.71265082,1.034134425,0,0,2.26496443,-17648.60723,-4.36105909,-1.39747583
IN,,,RV,BROOKFIELD,NO,208.5080278,ANNE,YES,960,-0.153930197,-0.076076356,0,0,0.025477284,-0.006991441,0,0,0.211520709,-0.320989395,-0.15864141,0,0,0.053127575,-0.014579195,0,0,0.441082425,2.04E-10,5.00E-14,-0.320989395
IN,,,RV,HERITAGE HARBOUR,NO,5.79495075,ANNE,YES,961,0.255852629,-0.405099996,0,0,-0.068227368,0,0,0,0.217474735,0.0148263,-0.023474975,0,0,-0.00395368,0,0,0,0.012602355,0,0,0.0148263
IN,,, , ,NO,102.1203593,ANNE,YES,962,0.213153584,-0.241219209,0,-0.003871121,-0.038227317,-0.05613125,0,-0.001693615,0.127988929,0.217699505,-0.246363685,0,-0.00395368,-0.03904259,-0.05732836,0,-0.001729735,0.130718545,0,0,0
IN,,, , ,NO,7.40617468,ANNE,YES,963,3.223223223,-3.129796463,0,0,0,-0.01001001,-0.00667334,0,-0.07674341,0.23870343,-0.23178449,0,0,0,-0.000741315,-0.00049421,0,-0.005683415,1.99E-13,0,0.23870343
IN,,,RV,ROCKVIEW BEACH,NO,72.07234693,ANNE,YES,964,-0.151192052,-0.109365679,0,0,0.034626751,-0.025712934,-0.002057035,0,0.253700948,-0.108973305,-0.078826495,0,0,0.024957605,-0.018532875,-0.00148263,0,0.1828577,-109.432458,-0.027041308,-0.081931997
IN,,,RV,CYPRESS COVE ESTATES,NO,5.50851618,ANNE,YES,965,0.053821313,-0.022425547,0,0,0,0,0,0,-0.031395766,0.00296526,-0.001235525,0,0,0,0,0,0,-0.001729735,0,0,0
IN,,,RV,RUSSETT,NO,7.41153091,ANNE,YES,966,1.703446896,-0.726715114,0,0,-0.280018668,-0.100006667,-0.023334889,0,-0.573371558,0.126270655,-0.05386889,0,0,-0.02075682,-0.00741315,-0.001729735,0,-0.04250206,0,0,0
IN,,,RV,BESTGATE TERRACE,NO,15.71915796,ANNE,YES,967,0.234225171,0.127330462,0,0,1.686735624,-0.056591316,0,0,-1.99169994,0.036818645,0.020015505,0,0,0.265143665,-0.00889578,0,0,-0.313082035,0,0,0.036818645
IN,,, , ,NO,62.22655905,ANNE,YES,968,0.027400089,-0.094510452,0,-0.001191308,-0.014295699,0,-0.00436813,0,0.0869655,0.017050245,-0.05881099,0,-0.000741315,-0.00889578,0,-0.002718155,0,0.054115995,9.66E-13,0,0.017050245
IN,,,,,NO,51.90089112,ANNE,YES,969,0.094737995,-0.097118346,0,0,-0.022375305,-0.009997477,-0.004284633,0,0.039037767,0.049173895,-0.05040942,0,0,-0.011613935,-0.005189205,-0.002223945,0,0.02026261,4.497224301,0.001111287,0.048062608
IN,,,RV,DORSEY HEIGHTS,NO,0.91918461,ANNE,YES,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,,RV,CYPRESS LANDING,NO,7.87557964,ANNE,YES,971,0,5.918700207,-5.993977793,0,0,-0.194467097,0,0,0.269744684,0,0.466287135,-0.472217655,0,0,-0.01532051,0,0,0.02125103,2.05E-12,1.00E-15,-1.00E-15
IN,,,RV,HARUNDALE,NO,153.5647042,ANNE,YES,972,-0.009975399,-0.1568712,0,0,0.143195249,-0.026869221,-0.000482681,0,0.051003252,-0.01532051,-0.240927375,0,0,0.21992345,-0.041266535,-0.000741315,0,0.078332285,-100.4380094,-0.024818734,0.009498224
IN,,,RV,BAY DALE ESTATES,NO,4.67897473,ANNE,YES,973,0.337766519,-0.195271269,0,0,-0.021110407,-0.005277602,0,0,-0.116107241,0.01581472,-0.009142885,0,0,-0.00098842,-0.000247105,0,0,-0.00543631,9.95E-13,0,0.01581472
IN,,, , ,NO,301.4609026,ANNE,YES,974,0.001475285,-0.093680615,0,0,-0.01688382,-0.020735954,-0.00565526,0,0.135480365,0.00444789,-0.282441015,0,0,-0.05090363,-0.062517565,-0.017050245,0,0.408464565,-5.996299068,-0.001481715,0.005929605
IN,,,RV,BERRYWOOD,NO,20.08166955,ANNE,YES,975,-0.781269224,0.834174069,0,0,-0.009842762,-0.015994488,0,0,-0.027067595,-0.156911675,0.16753719,0,0,-0.00197684,-0.003212365,0,0,-0.00543631,1.00E-11,2.00E-15,-0.156911675
IN,,,RV,HASTINGS HUNT,NO,14.23869803,ANNE,YES,976,-6.926759879,3.278631648,0,0,0.967976963,0.908996288,0,0,1.77115498,-0.986690265,0.46702845,0,0,0.13788459,0.12948302,0,0,0.252294205,-118.4269066,-0.029263881,-0.957426384
IN,,, , ,NO,4152.882054,ANNE,YES,977,-2.354071463,-0.485779949,0.324295554,-6.54E-05,0.336587454,-0.05257673,-0.030384673,0,2.261995253,-97.77154114,-20.17587615,13.46895224,-0.002718155,13.97947117,-2.183666885,-1.261965235,0,93.94734416,-132581.1705,-32.76147015,-65.01007099
IN,,,RV,QUEENSTOWN,NO,28.78834082,ANNE,YES,978,-0.053217514,-0.108151721,0,0,-0.001716694,0,0,0,0.163085929,-0.01532051,-0.03113523,0,0,-0.00049421,0,0,0,0.04694995,1.02E-12,0,-0.01532051
IN,,,RV,WILELINOR ESTATES,NO,39.90529709,ANNE,YES,979,-0.918845623,0.63960076,0,0,-0.020432551,-0.011764196,0,0,0.311441609,-0.36670382,0.255259465,0,0,-0.008154465,-0.004694995,0,0,0.124293815,1.00E-11,2.00E-15,-0.36670382
IN,,,,,NO,37.72218092,ANNE,YES,980,0.277741386,-0.260055024,0,-0.001965151,-0.703524171,-0.02947727,-0.01506616,0,0.732346391,0.10477252,-0.098100685,0,-0.000741315,-0.26539077,-0.011119725,-0.005683415,0,0.27626339,1.00E-11,2.00E-15,0.10477252
IN,,,RV,ROLLING KNOLLS,NO,194.9102241,ANNE,YES,981,-0.521144972,0.343162111,0,0,0.100147051,-0.075807515,-0.005451042,0,0.159094366,-1.015848655,0.668913235,0,0,0.19521295,-0.14776879,-0.010625515,0,0.310116775,-320.8020001,-0.079271778,-0.936576877
IN,,,RV,GLEN BURNIE PARK,NO,2.26726908,ANNE,YES,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,,RV,LAUREL HIGHLANDS,NO,7.43875412,ANNE,YES,983,0.066396654,-0.063076821,0,0,-0.003319833,-0.063076821,0,0,0.063076821,0.0049421,-0.004694995,0,0,-0.000247105,-0.004694995,0,0,0.004694995,0,0,0.0049421
IN,,,,,NO,27.42665407,ANNE,YES,984,-0.877453763,-0.28737962,0,0,-0.006306136,-0.003603506,0,0,1.174743025,-0.24068027,-0.078826495,0,0,-0.001729735,-0.00098842,0,0,0.32222492,1.02E-10,2.50E-14,-0.24068027
IN,,,RV,LAKELAND,NO,8.68701622,ANNE,YES,985,0.056890912,-0.022756365,0,0,-0.017067274,0,0,0,-0.017067274,0.0049421,-0.00197684,0,0,-0.00148263,0,0,0,-0.00148263,0,0,0.0049421
IN,,, , ,NO,40.60841176,ANNE,YES,986,-1.878985543,-1.087961836,-0.18741177,0,0,-0.003042399,-0.007301757,0,3.164703305,-0.76306024,-0.44182374,-0.07610834,0,0,-0.001235525,-0.00296526,0,1.285193105,0,0,0
IN,,, , ,NO,2.8564284,ANNE,YES,987,0.112456747,-0.077854671,0,0,-0.034602076,0,0,0,0,0.003212365,-0.002223945,0,0,-0.00098842,0,0,0,0,0,0,0.003212365
IN,,, , ,NO,152.0242716,ANNE,YES,988,-0.694972663,0.320344041,0,-0.004388275,-0.019503442,-0.003413102,-0.010564365,0,0.412497806,-1.05662098,0.487043955,0,-0.006671835,-0.0296526,-0.005189205,-0.016061825,0,0.62715249,-1562.035907,-0.385986883,-0.670634097
IN,,,RV,MAGOTHY ESTATES,NO,3.77643019,ANNE,YES,989,0.124304874,-0.215897939,0,0,-0.013084724,0,0,0,0.104677789,0.004694995,-0.008154465,0,0,-0.00049421,0,0,0,0.00395368,1.00E-11,2.00E-15,0.004694995
IN,,,RV,SPRINGWOOD,NO,28.13892373,ANNE,YES,990,0.239715502,-0.16332265,0,0,-0.01404926,0,-0.013171181,0,-0.049172411,0.067459665,-0.04596153,0,0,-0.00395368,0,-0.003706575,0,-0.01383788,1.00E-11,2.00E-15,0.067459665
IN,,,,,NO,53.09603715,ANNE,YES,991,0.030711816,-0.047463716,0,-0.002326653,-0.0167519,-0.004187975,-0.027919833,0,0.06793826,0.01630893,-0.02520471,0,-0.001235525,-0.00889578,-0.002223945,-0.0148263,0,0.03607733,1.00E-11,2.00E-15,0.01630893
IN,,,RV,PENDENNIS MOUNT,NO,140.5011848,ANNE,YES,992,-0.630983617,-0.160735514,0,-0.000879297,0.016882505,-0.023741022,-0.00615508,0,0.805612026,-0.88661274,-0.22585397,0,-0.001235525,0.02372208,-0.033359175,-0.008648675,0,1.131988005,-382.2640656,-0.094459362,-0.792153378
IN,,,RV,CROFTON,NO,56.68949019,ANNE,YES,993,0.439806642,-0.271119654,0,0,-0.023973603,-0.111150341,-0.000435884,0,-0.03312716,0.249328945,-0.15369931,0,0,-0.013590775,-0.063011775,-0.000247105,0,-0.01877998,0,0,0
IN,,,RV,POINT FIELD LANDING,NO,65.55450955,ANNE,YES,994,-0.042208563,-0.08856261,0,0,-0.015074487,0,0,0,0.14584566,-0.02767576,-0.058069675,0,0,-0.0098842,0,0,0,0.095629635,2.998149534,0.000740858,-0.028416618
IN,,,,,NO,99.7813016,ANNE,YES,995,0.306035283,-0.343423089,0,0,-0.058929124,-0.03268338,-0.004704426,0,0.133704735,0.30542178,-0.342734635,0,0,-0.05881099,-0.03261786,-0.004694995,0,0.1334367,97.43985985,0.024077877,0.281343903
IN,,, , ,NO,26.06469694,ANNE,YES,996,0.165854768,-2.138104896,1.841461797,-0.003790966,-0.008529674,-0.022745797,0,-0.003790966,0.169645734,0.043243375,-0.55746888,0.480125015,-0.00098842,-0.002223945,-0.00593052,0,-0.00098842,0.044231795,1.00E-11,2.00E-15,0.043243375
IN,,, , ,NO,31.67102235,ANNE,YES,997,0.01326291,0.094400712,0,0,0,0,0,0,-0.107663621,0.004200785,0.029899705,0,0,0,0,0,0,-0.03410049,1.02E-10,2.50E-14,0.004200785
IN,,, , ,NO,16.08927102,ANNE,YES,998,-0.153586239,-0.259560743,0,0,0,0,0,0,0.413146982,-0.0247105,-0.041760745,0,0,0,0,0,0,0.066471245,0,0,0
IN,,,RV,GLENBROOK,NO,12.01537497,ANNE,YES,999,-0.039064106,-0.030840084,0,0,-0.008224022,-0.074016201,-0.01850405,0,0.170648464,-0.004694995,-0.003706575,0,0,-0.00098842,-0.00889578,-0.002223945,0,0.020509715,0,0,0
IN,,,,,NO,1.11510187,ANNE,YES,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,,RV,BANCROFT,NO,81.87838285,ANNE,YES,1001,-0.799384393,0.304484278,0,0,-0.010260124,-0.013579576,0,0,0.518739815,-0.654581145,0.249328945,0,0,-0.00840157,-0.011119725,0,0,0.424773495,-737.5447854,-0.182251004,-0.472330141
IN,,,RV,GAMBRILLS,NO,69.44027477,ANNE,YES,1002,-0.153000954,-0.080414455,0,0,-0.013521015,-0.001067449,-0.000711632,0,0.248715504,-0.10625515,-0.05584573,0,0,-0.00938999,-0.000741315,-0.00049421,0,0.172726395,0,0,-0.10625515
IN,,, , ,NO,26.7370396,ANNE,YES,1003,-0.528621333,0.533242149,0,0,-0.004620816,-0.005544979,0,0,0.005544979,-0.14134406,0.142579585,0,0,-0.001235525,-0.00148263,0,0,0.00148263,-52.46761684,-0.01296501,-0.12837905
IN,,,RV,SEVERN,NO,264.8603633,ANNE,YES,1004,0.704532161,-1.549187111,0.228935636,0,-0.007929718,-0.203094083,-0.153370084,0,0.980113199,1.86613696,-4.10342563,0.60639567,0,-0.021003925,-0.537947585,-0.40624062,0,2.59608513,-347.7853459,-0.085939498,1.952076458
IN,,, , ,NO,216.2740376,ANNE,YES,1005,-0.253391887,0.164739,0,0,-0.029703287,-0.002741842,-0.002627598,-0.000228487,0.123954102,-0.54807889,0.35632541,0,0,-0.0642473,-0.00593052,-0.005683415,-0.00049421,0.268108925,0,0,-0.54807889
IN,,, , ,NO,47.66220345,ANNE,YES,1006,-0.203242548,-5.138614529,0,0,0.051847589,-0.027997698,-0.005184759,0,5.323191945,-0.09686516,-2.449057655,0,0,0.0247105,-0.01334367,-0.00247105,0,2.537027035,9.46E-11,2.30E-14,-0.09686516
IN,,,RV,TERRACE GARDENS,NO,133.0633802,ANNE,YES,1007,-1.160372418,0.775438505,0,0,-0.003899475,0.122740625,0,0,0.266092763,-1.544159145,1.03191048,0,0,-0.005189205,0.163336405,0,0,0.354101465,-1151.289421,-0.284489372,-1.259669773
IN,,,RV,MARLEY PARK BEACH,NO,6.38950175,ANNE,YES,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-11,5.00E-15,-5.00E-15
IN,,,RV,LAKE VILLAGE,NO,49.54082713,ANNE,YES,1009,-1.057419895,6.914129524,-17.67188061,0,11.66952636,-1.734767168,0,0,1.880411795,-0.5238626,3.42536951,-8.75493015,0,5.78126858,-0.85943119,0,0,0.93158585,-29.98149534,-0.007408577,-0.516454023
IN,,,,,NO,11.90104382,ANNE,YES,1010,0.116264585,0.230453017,0,0,-0.008304613,-0.058132292,0,0,-0.280280696,0.01383788,0.027428655,0,0,-0.00098842,-0.00691894,0,0,-0.033359175,1.02E-12,0,0.01383788
IN,,, , ,NO,1296.526712,ANNE,YES,1011,-0.41336788,0.515799873,-0.34308524,-0.000533599,0.106395873,-0.038514429,-0.001143427,-1.91E-05,0.174467887,-5.359954555,6.68814393,-4.448631315,-0.00691894,1.379587215,-0.499399205,-0.0148263,-0.000247105,2.262246275,-12752.62904,-3.1512384,-2.208716155
IN,,, , ,NO,7.35366711,ANNE,YES,1012,-0.601559349,0.591477349,0,0,0,0,0,0,0.010082,-0.044231795,0.04349048,0,0,0,0,0,0,0.000741315,2.96E-12,1.00E-15,-0.044231795
IN,,,RV,RIDGE FOREST,NO,21.22543215,ANNE,YES,1013,0.027940766,-0.071016113,0,0,-0.001164199,0,0,0,0.044239545,0.00593052,-0.015073405,0,0,-0.000247105,0,0,0,0.00938999,1.00E-11,2.00E-15,0.00593052
IN,,, , ,YES,2.82791557,ANNE,NO,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-11,5.00E-15,-5.00E-15
IN,MUN,BOWIE,,,NO,87.75740985,PRIN,YES,1015,-0.373610223,0.369387048,0,0,0,-0.00844635,0,0,0.012669525,-0.327908335,0.32420176,0,0,0,-0.00741315,0,0,0.011119725,-68.95743928,-0.017039728,-0.310868607
IN,MUN,BOWIE,,,NO,111.4454356,PRIN,YES,1016,-1.08681193,3.058681636,-2.37138727,0,-0.000443416,-0.003769034,0,0,0.403730013,-1.21130871,3.40906058,-2.64303508,0,-0.00049421,-0.004200785,0,0,0.449978205,-407.7483366,-0.100756653,-1.110552057
IN,,, , ,NO,1.10890914,PRIN,YES,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.66E-13,0,0
IN,MUN,BOWIE,,,NO,31.70276734,PRIN,YES,1018,0.540810124,-0.540030859,0,0,0,0,0,0,-0.000779265,0.17149087,-0.171243765,0,0,0,0,0,0,-0.000247105,-403.2511123,-0.099645366,0.271136236
IN,,, , ,NO,103.9923964,PRIN,YES,1019,-2.000418189,1.665391506,0,0,0,-0.069143805,0,0,0.404170488,-2.080376995,1.731958945,0,0,0,-0.071907555,0,0,0.420325605,-364.2751684,-0.090014215,-1.99036278
IN,MUN,BOWIE, , ,NO,15.46336157,PRIN,YES,1020,-2.936805944,-6.637373172,0,0,0,-0.012782616,0,0,9.586961732,-0.45417899,-1.02647417,0,0,0,-0.00197684,0,0,1.48263,-56.96484115,-0.014076297,-0.440102693
IN,MUN,BOWIE,,,NO,35.59824772,PRIN,YES,1021,0.058299325,-0.121456928,0,0,0,0,0,0,0.063157603,0.02075682,-0.043243375,0,0,0,0,0,0,0.022486555,0,0,0.02075682
IN,MUNCOM,BOWIE,,,YES,27.54828974,PRIN,NO,1022,2.818114142,-3.965271362,0,0,0,0,0,0,1.147157221,0.77640391,-1.092451205,0,0,0,0,0,0,0.316047295,-154.404701,-0.038154174,0.814558084
IN,MUN,BOWIE, , ,NO,99.51210877,PRIN,YES,1023,0.182740915,0.984715312,0,0,0,0,-1.268509966,0,0.10105374,0.18186928,0.98001843,0,0,0,0,-1.262459445,0,0.100571735,-1356.662664,-0.335238128,0.517107408
IN,MUN,BERLIN,,,NO,2.3872143,WORC,YES,1024,-2.970399503,2.463258125,0,0,0,0,0,0,0.507141379,-0.070919135,0.05881099,0,0,0,0,0,0,0.012108145,0,0,0
IN,,, , ,NO,67.33675326,WORC,YES,1025,-0.123667002,0.123667002,0,0,0,0,0,0,0,-0.083274385,0.083274385,0,0,0,0,0,0,0,1.02E-10,2.50E-14,-0.083274385
IN,,, , ,NO,29.92117932,CARR,YES,1026,0.468316374,-0.433626272,0,0,0,-0.011563367,0,0,-0.023126735,0.140108535,-0.129730125,0,0,0,-0.00345947,0,0,-0.00691894,0,0,0
IN,,, , ,NO,18.97591661,CARR,YES,1027,1.05094546,-1.376517164,0,0,-0.010418295,0.027348023,0,0,0.308641975,0.199413735,-0.261189985,0,0,-0.00197684,0.005189205,0,0,0.058563885,47.97039254,0.011853724,0.187560011
IN,MUN,WESTMINSTER, , ,NO,0.00000093,CARR,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,,, , ,NO,3.69155717,CARR,YES,1029,0.730660947,-0.88483711,0,0,0.100549672,0,0,0,0.053626491,0.026934445,-0.03261786,0,0,0.003706575,0,0,0,0.00197684,0,0,0
IN,,, , ,NO,2.10191507,CARR,YES,1030,1.373239437,-1.983568075,0,0,0.633802817,0,0,0,-0.023474178,0.028911285,-0.041760745,0,0,0.01334367,0,0,0,-0.00049421,0,0,0
IN,MUN,WESTMINSTER, , ,NO,0.0000104,CARR,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,,, , ,NO,0.00014593,CARR,YES,1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,224.9175122,CARR,YES,1033,0.684931507,-0.645378196,0,0,0.017139768,-0.027357707,0,0,-0.029335373,1.54045257,-1.45149477,0,0,0.03854838,-0.061529145,0,0,-0.065977035,7.495373835,0.001852144,1.538600426
IN,,, , ,NO,0.20152935,CARR,YES,1034,0.122399021,0,0,0,0,0,0,0,-0.122399021,0.000247105,0,0,0,0,0,0,0,-0.000247105,0,0,0
IN,,, , ,NO,9.61874936,CARR,YES,1035,5.536572207,-5.534003032,0,0,0,0,0,0,-0.002569175,0.532511275,-0.53226417,0,0,0,0,0,0,-0.000247105,1568.032206,0.387468598,0.145042677
IN,,, , ,NO,8754.626009,CARR,YES,1036,0.162755424,-0.478130574,-0.043427414,-1.41E-05,0.12565894,0.008258717,0,0,0.22489902,14.24881562,-41.85909279,-3.80195753,-0.001235525,11.0011146,0.72302923,0,0,19.6893264,-71158.08104,-17.58351762,31.83233323
IN,,, , ,NO,8.62856025,CARR,YES,1037,1.483688025,-1.483688025,0,0,0,0,0,0,0,0.12800039,-0.12800039,0,0,0,0,0,0,0,9.66E-13,0,0.12800039
IN,,, , ,NO,0.72199436,CARR,YES,1038,3.389250257,-3.389250257,0,0,0,0,0,0,0,0.024463395,-0.024463395,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,0.00006925,CARR,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,MUN,MOUNT AIRY, , ,NO,14.56212352,CARR,YES,1040,0.218877785,0.069565808,0,0,-0.018663997,-0.183246517,0,0,-0.086533078,0.031876545,0.010131305,0,0,-0.002718155,-0.02668734,0,0,-0.012602355,0,0,0
IN,MUN,UNION BRIDGE, , ,NO,0.00754252,CARR,YES,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,,RV,MAYBERRY,NO,28.55401769,CARR,YES,1042,0.884565118,-1.004872898,0,0,0.068376364,0,0,0,0.051931416,0.25254131,-0.286888905,0,0,0.019521295,0,0,0,0.0148263,1.00E-11,2.00E-15,0.25254131
IN,,, , ,NO,2.94738545,CARR,YES,1043,0.947191953,-0.846605197,0,0,0.092204526,0,0,0,-0.192791282,0.027922865,-0.024957605,0,0,0.002718155,0,0,0,-0.005683415,9.90E-14,0,0.027922865
IN,,, , ,NO,7.05597206,CARR,YES,1044,0.507845335,-1.022695433,0,0,0.091061922,0,0,0,0.423788176,0.035830225,-0.07215466,0,0,0.00642473,0,0,0,0.029899705,0,0,0
IN,MUN,SYKESVILLE, , ,NO,0.00376543,CARR,YES,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,37.68490904,CARR,YES,1046,0.163296892,-0.165264325,0,0,-0.001967432,-0.000655811,0,0,0.004590676,0.061529145,-0.06227046,0,0,-0.000741315,-0.000247105,0,0,0.001729735,0,0,0
IN,,,RV,STARNER'S DAM,NO,10.33465924,CARR,YES,1047,0.095618292,-0.239045729,0,0,0.193627041,-0.023904573,0,0,-0.02629503,0.0098842,-0.0247105,0,0,0.020015505,-0.00247105,0,0,-0.002718155,9.95E-13,0,0.0098842
IN,,,RV,LINEBORO,NO,183.5328493,CARR,YES,1048,0.197378595,-0.417954262,0,0,0.075153087,-0.025503214,0,0,0.170925794,0.359537775,-0.761330505,0,0,0.13689617,-0.04645574,0,0,0.3113523,-47.97039254,-0.011853724,0.371391499
IN,,,RV,BARK HILL,NO,325.5513499,CARR,YES,1049,0.42986087,-0.665779568,0,0,0.160467222,-0.003339904,0,0,0.07879138,1.399355615,-2.167357955,0,0,0.52237997,-0.01087262,0,0,0.25649499,25.48427104,0.006297291,1.393058324
IN,,, , ,NO,172.1181485,CARR,YES,1050,0.083559101,-0.078390497,0,0,0.00186644,-0.001579296,0,0,-0.005455749,0.14381511,-0.13491933,0,0,0.003212365,-0.002718155,0,0,-0.00938999,0,0,0
IN,,, , ,NO,2.52939314,CARR,YES,1051,1.65071303,-1.65071303,0,0,0,0,0,0,0,0.041760745,-0.041760745,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,67.31056074,CARR,YES,1052,0.040020561,-0.226171244,0,0,0.035981789,-0.011014833,0,0,0.161183727,0.026934445,-0.15221668,0,0,0.02421629,-0.00741315,0,0,0.108479095,9.82E-11,2.40E-14,0.026934445
