CPFA,MUN_CODE,MUN_NAME,RUVI_CODE,RUVI_NAME,COMMENT_,ACRES,JURSCODE,STATE_ELIGIBLE,TC_ID,TC_Percent_Change,LowVeg_Percent_Change,Barren_Percent_Change,Water_Percent_Change,Building_Percent_Change,Road_Percent_Change,Shrub_Percent_Change,Wetlands_Percent_Change,Imperv_Percent_Change,TC_Change_Acres,LowVeg_Change_Acres,Barren_Change_Acres,Water_Change_Acres,Buildings_Change_Acres,Road_Change_Acres,Shrub_Change_Acres,Wetlands_Change_Acres,Impervious_Change_Acres,Forest_Change,Forest_Change_Acres,NonForest_Change_Acres
IN,,,RV,BOYDS,NO,294.1475882,MONT,YES,2191,-1.207002276,0.960124993,0,-8.40E-05,0.083328433,-0.018984099,-0.05569229,0,0.238309239,-3.550651745,2.82441015,0,-0.000247105,0.24512816,-0.05584573,-0.163830615,0,0.701036885,-2632.375291,-0.650473096,-2.900178649
IN,MUN,TAKOMA PARK, , ,NO,12.94932356,MONT,YES,2192,-0.911970084,0.700194604,0,0,-0.003815774,-0.038157744,0,0,0.253748998,-0.11811619,0.090687535,0,0,-0.00049421,-0.0049421,0,0,0.032864965,0,0,0
IN,,, , ,NO,2.66147678,MONT,YES,2193,-2.041952849,2.041952849,0,0,0,0,0,0,0,-0.0543631,0.0543631,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,23.00772442,MONT,YES,2194,-2.668886264,1.595961766,0,0,0,-0.167543765,0,0,1.240468263,-0.614055925,0.36719803,0,0,0,-0.03854838,0,0,0.285406275,0,0,0
IN,MUN,ROCKVILLE, , ,NO,2.4513172,MONT,YES,2195,1.350125945,-42.75062972,0,0,0,-0.423173804,0,0,41.82367758,0.03311207,-1.048466515,0,0,0,-0.01037841,0,0,1.025732855,0,0,0
IN,,, , ,NO,1840.052947,MONT,YES,2196,-4.601464207,3.858551426,-0.009856089,0,0.122395438,-0.142685016,-0.000120851,0,0.773179299,-84.6776943,71.00636307,-0.18137507,0,2.252362075,-2.62573773,-0.002223945,0,14.2283059,-26386.71405,-6.520288975,-78.15740532
IN,,,RV,LEWISDALE,NO,43.11842474,MONT,YES,2197,-1.74792112,1.481434785,0,0,-0.001146178,-0.088255689,-0.138687512,0,0.494575714,-0.75367025,0.638766425,0,0,-0.00049421,-0.03805417,-0.05979941,0,0.213251615,-82.44911218,-0.020373588,-0.733296662
IN,MUN,ROCKVILLE, , ,NO,1.04922391,MONT,YES,2198,-2.440168935,2.440168935,0,0,0,0,0,0,0,-0.02569892,0.02569892,0,0,0,0,0,0,0,0,0,0
IN,,,RV,BOYDS,NO,18.21395609,MONT,YES,2199,-0.516876492,0.499240287,0,0,0,0,0,0,0.017636206,-0.094147005,0.09093464,0,0,0,0,0,0,0.003212365,-61.46206545,-0.015187584,-0.078959421
IN,,, , ,NO,697.1110074,MONT,YES,2200,-1.052120066,-0.322930398,-0.150849717,-0.029134978,0.041221386,-0.009498995,0,0,1.523312768,-7.33506482,-2.251373655,-1.05167888,-0.20312031,0.287383115,-0.06622414,0,0,10.62007869,-951.912477,-0.235222333,-7.099842487
IN,,, , ,NO,1345.264995,MONT,YES,2201,-3.117338486,2.983146047,-0.000146939,0,0.0072184,-0.027385837,0,0,0.154506816,-41.93890771,40.13355858,-0.00197684,0,0.097112265,-0.368433555,0,0,2.07864726,-22725.97347,-5.615701674,-36.32320603
IN,,,RV,COMUS,NO,18.62342639,MONT,YES,2202,-3.015668741,2.596420469,0,0,0,0,0,0,0.419248272,-0.561669665,0.483584485,0,0,0,0,0,0,0.07808518,0,0,0
IN,MUN,GAITHERSBURG, , ,NO,4.10841388,MONT,YES,2203,-0.8057727,0.811785929,0,0,0,0,0,0,-0.006013229,-0.03311207,0.033359175,0,0,0,0,0,0,-0.000247105,0,0,0
IN,,, , ,NO,1091.544728,MONT,YES,2204,-1.167248057,0.677725537,0.016162732,0,0.06311162,-0.011612719,0,0,0.421860887,-12.74172222,7.398076595,0.17643297,0,0.68892874,-0.126764865,0,0,4.60504878,-7858.149929,-1.941788138,-10.79993408
IN,MUN,TAKOMA PARK, , ,NO,32.6318588,MONT,YES,2205,-0.439984854,0.430140098,0,0,0.122680803,-0.004543733,0,0,-0.108292314,-0.143568005,0.14035564,0,0,0.04003101,-0.00148263,0,0,-0.035336015,0,0,0
IN,,, , ,NO,372.8267895,MONT,YES,2206,-1.689801085,0.983872731,-0.000132544,0,0.896791446,-0.138243198,-0.000265088,0,-0.052222263,-6.30068329,3.66852083,-0.00049421,0,3.34382486,-0.51546103,-0.00098842,0,-0.19471874,0,0,0
IN,,, , ,NO,10.46831808,MONT,YES,2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,,RV,DAWSONVILLE,NO,22.06614319,MONT,YES,2208,-1.400801738,1.439992834,0,0,-0.002239491,-0.141087945,0,0,0.10413634,-0.309128355,0.31777703,0,0,-0.00049421,-0.03113523,0,0,0.022980765,0,0,0
IN,,, , ,NO,1.31823665,MONT,YES,2209,0.075046904,0,0,-0.075046904,0,0,0,0,0,0.00098842,0,0,-0.00098842,0,0,0,0,0,0,0,0
IN,,,RV,BEALESVILLE,NO,7.60820239,MONT,YES,2210,-1.289379669,1.289379669,0,0,0,0,0,0,0,-0.098100685,0.098100685,0,0,0,0,0,0,0,-34.47871964,-0.008519864,-0.089580821
IN,MUN,GAITHERSBURG, , ,NO,216.9835043,MONT,YES,2211,-0.074357739,0.062515159,-0.000113871,0,0.749726425,-0.081759352,0,0,-0.656010622,-0.161359565,0.135660645,-0.000247105,0,1.62693932,-0.17742139,0,0,-1.423571905,0,0,0
IN,,,RV,SANDY SPRING,NO,143.7233521,MONT,YES,2212,-4.12604376,1.644228438,0,-0.002750696,0.006704821,-0.086818837,-0.003266451,0,2.567946485,-5.93052,2.36331222,0,-0.00395368,0.009637095,-0.124788025,-0.004694995,0,3.691007385,-3172.042207,-0.78382749,-5.14669251
IN,MUN,ROCKVILLE, , ,NO,3.10960429,MONT,YES,2213,-0.484511517,0.349483717,0,0,0,0,0,0,0.1350278,-0.015073405,0.01087262,0,0,0,0,0,0,0.004200785,0,0,0
IN,,, , ,NO,23.84518357,MONT,YES,2214,-0.174071618,0.174071618,0,0,0,0,0,0,0,-0.04151364,0.04151364,0,0,0,0,0,0,0,-26.98334581,-0.00666772,-0.03484592
IN,,, , ,NO,0.49720146,MONT,YES,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,MUN,ROCKVILLE, , ,NO,2.08315312,MONT,YES,2216,1.648873072,0.035587189,0,0,-1.020166074,0,0,0,-0.664294187,0.034347595,0.000741315,0,0,-0.02125103,0,0,0,-0.01383788,0,0,0
IN,,,RV,WOODFIELD,NO,52.93271781,MONT,YES,2217,-2.574444149,2.429266972,0,0,0.012136999,-0.043413111,0,0,0.176453289,-1.362784075,1.28593442,0,0,0.00642473,-0.022980765,0,0,0.09340569,-82.44911218,-0.020373588,-1.342410487
IN,,,RV,CLAGGETSVILLE,NO,23.13610563,MONT,YES,2218,-2.881555057,2.453273523,0,0,0.028836911,0,0,0,0.399444622,-0.66668929,0.567600185,0,0,0.006671835,0,0,0,0.09241727,1.00E-11,2.00E-15,-0.66668929
IN,,, , ,NO,781.2665248,MONT,YES,2219,-3.532455293,1.241980857,0,-0.000442763,0.542953512,-0.090544962,0,0,1.838508649,-27.60039298,9.704060455,0,-0.00345947,4.24229864,-0.707461615,0,0,14.36495497,-596.6317573,-0.14743069,-27.45296228
IN,MUN,SOMERSET, , ,NO,172.6116963,MONT,YES,2220,-4.502595917,4.012470709,0,0,0.029201385,-0.154022992,0,0,0.614946815,-7.772687775,6.926600255,0,0,0.05040942,-0.26588498,0,0,1.06156308,-3563.300721,-0.880509425,-6.89217835
IN,,,RV,CEDAR GROVE,NO,34.19121222,MONT,YES,2221,-3.351014627,3.071341851,0,0,-0.044082789,0,0,0,0.323755565,-1.145825885,1.05019625,0,0,-0.015073405,0,0,0,0.11070304,-43.47316824,-0.010742437,-1.135083448
IN,MUNCOM,LAYTONSVILLE,,,YES,27.06936945,MONT,NO,2222,-1.629363225,1.464144881,0,0,0.031948299,-0.020081788,0,0,0.153351833,-0.441082425,0.39635642,0,0,0.008648675,-0.00543631,0,0,0.04151364,-253.3436356,-0.062602479,-0.378479946
IN,,,RV,HYATTSTOWN,NO,40.7298804,MONT,YES,2223,-4.348089862,3.701973537,0.567854348,0,0.043681104,-0.028514054,0,0,0.063094928,-1.771001535,1.50783471,0.23129028,0,0.01779156,-0.011613935,0,0,0.02569892,-619.1178788,-0.152987123,-1.618014412
IN,,, , ,NO,859.8282733,MONT,YES,2224,-2.064783843,1.094894077,0.082071796,-0.000287366,0.408031311,0.030001035,-0.011552122,0,0.461625114,-17.75498846,9.414947605,0.70573188,-0.00247105,3.508643895,0.25797762,-0.09933621,0,3.96949472,-12628.20584,-3.120492803,-14.63449566
IN,,,,,NO,0.39683782,MONT,YES,2225,0,-6.907280647,0,0,0,0,0,0,6.907280647,0,-0.027428655,0,0,0,0,0,0,0.027428655,0,0,0
IN,,, , ,NO,0.69964348,MONT,YES,2226,-9.229137199,-30.72842999,0,0,39.71004243,0,0,0,0.247524752,-0.064494405,-0.214734245,0,0,0.277498915,0,0,0,0.001729735,0,0,0
IN,,,,,NO,9.48882975,MONT,YES,2227,-0.489481358,-0.286398667,0,-0.052072485,-0.020828994,-0.020828994,-0.143199333,0,1.012809831,-0.04645574,-0.02718155,0,-0.0049421,-0.00197684,-0.00197684,-0.013590775,0,0.096123845,0,0,0
IN,,,,,NO,6.17699803,MONT,YES,2228,0.395699269,-0.67548663,0,0,0,0,0,0,0.279787362,0.024463395,-0.041760745,0,0,0,0,0,0,0.01729735,0,0,0
IN,MUN,BARCLAY,,,NO,1.31416581,QUEE,YES,2229,0,-0.187722921,0,0,0.187722921,0,0,0,0,0,-0.00247105,0,0,0.00247105,0,0,0,0,0,0,0
IN,,, , ,NO,201.9060317,SOME,YES,2230,2.924661685,-2.965914446,0,0,0.008079176,-0.000244824,0,0,0.03341841,5.90383266,-5.987107045,0,0,0.01630893,-0.00049421,0,0,0.067459665,40.47501871,0.010001579,5.893831081
IN,,, , ,NO,486.9513473,CECI,YES,2231,0.282397881,-0.48285383,0,0,0.058003839,-0.01549838,-0.0001023,0,0.15805279,1.364266705,-2.3326712,0,0,0.28021707,-0.074872815,-0.00049421,0,0.76355445,29.98149534,0.007408577,1.356858128
IN,MUN,ELKTON, , ,NO,1.26930488,CECI,YES,2232,0,-22.39299611,0,0,17.84046693,0,0,0,4.552529183,0,-0.284417855,0,0,0.226595285,0,0,0,0.05782257,0,0,0
IN,,,,,NO,0.96124546,MONT,YES,2233,0.179763739,-0.179763739,0,0,0,0,0,0,0,0.001729735,-0.001729735,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,36.9513705,MONT,YES,2234,-0.316965689,0.343045144,0,0,0.662685649,-0.044803167,0,0,-0.643961937,-0.11712777,0.126764865,0,0,0.244881055,-0.016556035,0,0,-0.237962115,0,0,0
IN,,, , ,NO,10.8280669,MONT,YES,2235,-0.013690816,-0.602395893,0,0,1.633770679,0,0,0,-1.01768397,-0.00148263,-0.06523572,0,0,0.17692718,0,0,0,-0.11020883,9.66E-13,0,-0.00148263
IN,,,,,NO,2.13543686,MONT,YES,2236,-1.318528799,1.318528799,0,0,0,0,0,0,0,-0.02816997,0.02816997,0,0,0,0,0,0,0,0,0,0
IN,,,,,NO,12.11201535,MONT,YES,2237,0.299969391,-0.903989389,0,0,0,-0.387715539,0,0,0.991735537,0.036324435,-0.109467515,0,0,0,-0.04694995,0,0,0.12009303,0,0,0
IN,MUN,INDIAN HEAD, , ,NO,774.9169423,CHAR,YES,2238,-1.01092133,0.311454961,0,-0.00066959,-0.017441223,-0.002136311,-0.00414508,0,0.723858572,-7.834464025,2.41372164,0,-0.005189205,-0.135166435,-0.016556035,-0.03212365,0,5.60977771,103.4361589,0.025559592,-7.860023617
IN,,, , ,NO,7.43042304,PRIN,YES,2239,-2.637166164,2.015122733,0.320333743,0,0,-0.040972921,0,0,0.342682609,-0.17495034,0.133683805,0.02125103,0,0,-0.002718155,0,0,0.02273366,-8.994448602,-0.002222573,-0.172727767
IN,MUN,FOREST HEIGHTS,,,NO,455.2905956,PRIN,YES,2240,-4.037476237,3.831578353,0.16004029,0,0.009171519,-0.007977593,-0.007380631,-0.006349513,0.058393812,-18.38387069,17.44635432,0.728712645,0,0.041760745,-0.036324435,-0.03360628,-0.028911285,0.26588498,-26803.45683,-6.623268201,-11.76060248
IN,MUN,UPPER MARLBORO,,,NO,277.5723415,PRIN,YES,2241,-2.102540228,1.430653114,0,0,0.006409098,-0.040323909,-0.01780305,0,0.723604975,-5.8366201,3.97147156,0,0,0.01779156,-0.111938565,-0.049421,0,2.008716545,-1395.638608,-0.344869278,-5.491750822
IN,,, , ,YES,651.4410724,HARF,NO,2242,-0.531017225,0.557911375,-0.030725334,0,-0.002996668,-0.000493123,-0.023745752,0,0.031066727,-3.459222895,3.63442034,-0.20015505,0,-0.019521295,-0.003212365,-0.15468773,0,0.202378995,-1209.753337,-0.298936098,-3.160286797
IN,,, , ,NO,570.6321492,ANNE,YES,2243,-0.678156326,-0.400996407,0.095951629,-0.000389695,0.068716262,-0.01394243,-0.00082269,-0.000216497,0.929856155,-3.87015851,-2.288439405,0.54758468,-0.002223945,0.392155635,-0.07956781,-0.004694995,-0.001235525,5.306579875,-1529.056262,-0.377837448,-3.492321062
IN,,,RV,RIVERVIEW MANOR,NO,347.1961847,ANNE,YES,2244,-1.189239274,0.599494443,0.245163623,-0.00028466,-0.005550874,-0.027967868,-0.005266214,-7.12E-05,0.383721989,-4.129371655,2.08161252,0.851276725,-0.00098842,-0.01927419,-0.097112265,-0.01828577,-0.000247105,1.33239016,-3605.274815,-0.890881433,-3.238490222
IN,MUN,BROOKVIEW, , ,NO,27.54834342,DORC,YES,2245,-2.037228078,1.716976901,0,0,-0.100470958,0,0,0,0.420722135,-0.561175455,0.47295897,0,0,-0.02767576,0,0,0,0.115892245,2.00E-11,5.00E-15,-0.561175455
IN,,, , ,NO,238.7083716,PRIN,YES,2246,-3.83402274,3.05595812,0,0,0,-0.027991736,-0.018907625,0,0.82496398,-8.969170185,7.148994755,0,0,0,-0.065482825,-0.044231795,0,1.92989005,-3542.313674,-0.875323421,-8.093846764
IN,,, , ,NO,0.00000198,PRIN,YES,,,,,,,,,,,,,,,,,,,,0,0,0
IN,,, , ,NO,0.00025044,PRIN,YES,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,0.07145753,PRIN,YES,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,156.3257937,PRIN,YES,2250,-1.188547773,0.941549676,0,0,0,-0.010927697,0,0,0.257925795,-1.82758858,1.447788195,0,0,0,-0.01680314,0,0,0.396603525,-2.998149534,-0.000740858,-1.826847722
IN,MUN,COLMAR MANOR, , ,NO,319.4929836,PRIN,YES,2251,-2.453011157,0.683361029,0.356681502,0.566228969,0,-0.013679657,-0.043603906,0,0.904023218,-7.7986338,2.17254716,1.133964845,1.800159925,0,-0.04349048,-0.138625905,0,2.874078255,-1332.677468,-0.329311266,-7.469322534
IN,MUN,EAST NEW MARKET, , ,NO,64.98556585,DORC,YES,2252,-0.659587976,0.503339758,0,0,-0.000380166,0,0,0,0.156628384,-0.428727175,0.32716702,0,0,-0.000247105,0,0,0,0.10180726,0,0,0
IN,MUN,EAST NEW MARKET, , ,NO,159.343242,DORC,YES,2253,-0.132428971,-0.390929081,-0.037991918,0,-0.000620276,0,0,0,0.561970245,-0.21102767,-0.622951705,-0.060540725,0,-0.00098842,0,0,0,0.89550852,0,0,0
IN,MUN,EASTON, , ,NO,47.00413259,TALB,YES,2254,0.055719092,-0.56402439,0,0,0.06097561,0,0,0,0.447329689,0.02619313,-0.265143665,0,0,0.02866418,0,0,0,0.210286355,0,0,0
IN,MUN,EASTON, , ,NO,73.99789872,TALB,YES,2255,1.613684095,-2.220693754,-0.218029322,0,0.779964007,-0.046744418,0,0,0.091819393,1.194258465,-1.643495355,-0.161359565,0,0.57723728,-0.0345947,0,0,0.067953875,0,0,1.194258465
IN,,,RV,WILLIAMSBURG,NO,88.03139215,TALB,YES,2256,0.098235136,0.099077151,-0.236606341,0,0.013472247,-0.000842015,0,0,0.026663823,0.08648675,0.087228065,-0.208309515,0,0.01186104,-0.000741315,0,0,0.023474975,2.04E-10,5.00E-14,0.08648675
IN,MUN,EASTON, , ,NO,52.71081357,TALB,YES,2257,0.061875387,-0.045937787,0,0,-0.000468753,0,-0.004687529,0,-0.010781317,0.03261786,-0.02421629,0,0,-0.000247105,0,-0.00247105,0,-0.005683415,5.996299068,0.001481715,0.031136145
IN,MUNCOM,EASTON, , ,YES,73.4089372,TALB,NO,2258,-0.025243771,-0.050150958,0.064624053,0,0,0,0,0,0.010770675,-0.018532875,-0.036818645,0.04744416,0,0,0,0,0,0.00790736,0,0,0
IN,,, , ,NO,33.47362704,TALB,YES,2259,1.093815734,-1.093815734,0,0,0,0,0,0,0,0.36620961,-0.36620961,0,0,0,0,0,0,0,197.8778692,0.048896611,0.317312999
IN,MUN,EASTON, , ,NO,213.9099059,TALB,YES,2260,0.05717652,-0.055790422,0,-0.002310162,0.00369626,-0.000577541,0,0,-0.002194654,0.122316975,-0.119351715,0,-0.0049421,0.00790736,-0.001235525,0,0,-0.004694995,1.00E-10,2.50E-14,0.122316975
IN,MUNCOM,EASTON, , ,YES,8.49266604,TALB,NO,2261,-2.549327746,-2.325243001,4.368197427,0,0.491822362,0,0,0,0.014550957,-0.21646398,-0.197436895,0.370904605,0,0.041760745,0,0,0,0.001235525,0,0,0
IN,MUN,EASTON, , ,NO,22.55933448,TALB,YES,2262,0.078858307,0.060238984,0,0,0.018619322,0,0,0,-0.157716614,0.01779156,0.013590775,0,0,0.004200785,0,0,0,-0.03558312,0,0,0
IN,MUN,EASTON,,,NO,117.4985254,TALB,YES,2263,0.313321417,-0.276942488,0,0,0.026285354,-0.003785091,0,0,-0.058879193,0.36818645,-0.325437285,0,0,0.030888125,-0.00444789,0,0,-0.0691894,0,0,0.36818645
IN,MUN,EASTON, , ,NO,451.8943684,TALB,YES,2264,0.511934756,-0.496898757,-0.028759765,0,0.094699455,0.061838963,-0.000437411,0,-0.142377241,2.313644115,-2.24569024,-0.12997723,0,0.42798586,0.279475755,-0.00197684,0,-0.64346142,77.95188788,0.019262301,2.294381814
IN,,, , ,YES,1.10280165,TALB,NO,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,2.94508611,CARO,YES,2266,0.142581565,-0.033548604,0,0,-0.016774302,0,0,0,-0.09225866,0.004200785,-0.00098842,0,0,-0.00049421,0,0,0,-0.002718155,0,0,0
IN,MUN,FREDERICK,,,NO,255.5237572,FRED,YES,2267,0.020115568,-0.016247189,0,0,-0.000580257,-0.001160514,0,0,-0.002127608,0.05139784,-0.04151364,0,0,-0.00148263,-0.00296526,0,0,-0.00543631,1.02E-10,2.50E-14,0.05139784
IN,MUN,FREDERICK,,,NO,95.40853799,FRED,YES,2268,0.070966071,0.203315203,0,0,-0.229474229,-0.013727014,0,0,-0.031080031,0.06770677,0.193977425,0,0,-0.21893503,-0.013096565,0,0,-0.0296526,1.00E-11,2.00E-15,0.06770677
IN,,, , ,NO,194.6371438,FRED,YES,2269,0.105752263,-0.216074852,0,0,-0.018027397,-0.051289213,0,0,0.179639198,0.205838465,-0.42057271,0,0,-0.03508891,-0.09983042,0,0,0.349653575,0,0,0.205838465
IN,MUN,GARRETT PARK, , ,NO,152.4183575,MONT,YES,2270,-6.747636795,6.710512877,0,0,0.054632141,-0.246249917,0,0,0.228741694,-10.28525142,10.22866437,0,0,0.083274385,-0.375352495,0,0,0.348665155,-6604.923423,-1.632109603,-8.653141812
IN,MUN,GLENARDEN, , ,NO,104.8648047,PRIN,YES,2271,-2.031935121,1.729642362,0,0,0,-0.037933854,-0.001884912,0,0.342111526,-2.13103352,1.813997805,0,0,0,-0.039783905,-0.00197684,0,0.35879646,9.90E-14,0,-2.13103352
IN,MUN,GLENARDEN, , ,NO,250.1428616,PRIN,YES,2272,-0.891750322,-15.66193299,-2.647198563,0,6.978825375,4.668551973,-0.100060155,0,7.65356468,-2.23086394,-39.1809688,-6.622414,0,17.45870956,11.67917072,-0.250317365,0,19.14668382,-3956.05831,-0.977561789,-1.253302151
IN,,, , ,NO,182.1105076,PRIN,YES,2273,-2.315314179,1.780749991,0,0,0,-0.008683276,-0.004205962,0,0.547453426,-4.216846825,3.243253125,0,0,0,-0.01581472,-0.007660255,0,0.997068675,-5482.116423,-1.354658379,-2.862188446
IN,MUN,HIGHLAND BEACH, , ,NO,34.79098855,ANNE,YES,2274,-0.281920182,0.09870757,0,0,-0.015622781,-0.012782275,0,-0.000710126,0.212327794,-0.098100685,0.034347595,0,0,-0.00543631,-0.00444789,0,-0.000247105,0.073884395,0,0,-0.098100685
IN,,, , ,NO,12.96035421,ANNE,YES,2275,-0.520465941,-0.038129373,0,0,-0.017158218,0,-0.001906469,0,0.57766,-0.067459665,-0.0049421,0,0,-0.002223945,0,-0.000247105,0,0.074872815,0,0,0
IN,,, , ,NO,339.0563108,ANNE,YES,2276,0.101950542,-0.531323375,0,-0.002113342,0.026817584,-0.012461432,-0.000874486,-0.000145748,0.418150257,0.345699895,-1.801642555,0,-0.007166045,0.09093464,-0.042254955,-0.00296526,-0.00049421,1.41788849,1.00E-11,2.00E-15,0.345699895
IN,MUN,WESTMINSTER,,,NO,9.04630166,CARR,YES,2277,0.79484308,-19.79732867,0,0,1.603343257,-0.00273142,0,0,17.40187375,0.071907555,-1.79101704,0,0,0.145050635,-0.000247105,0,0,1.574305955,0,0,0
IN,MUN,VIENNA, , ,NO,92.48009831,DORC,YES,2278,-0.005878266,-0.025917811,0,0,0,0,0,0,0.031796078,-0.00543631,-0.023969185,0,0,0,0,0,0,0.029405495,0,0,0
IN,,,,,NO,42.2754577,GARR,YES,2279,-2.444884859,2.556547462,0,0,0,0,-0.111662604,0,0,-1.03339311,1.080590165,0,0,0,0,-0.047197055,0,0,-226.3602898,-0.055934759,-0.977458351
IN,,, , ,NO,40.4288722,GARR,YES,2280,-12.72218283,12.60910491,0,0,0.13447104,0,0,0,-0.02139312,-5.14324347,5.097529045,0,0,0.0543631,0,0,0,-0.008648675,-7651.277611,-1.890668954,-3.252574516
IN,,,,,NO,1.63184006,GARR,YES,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,1015.546811,GARR,YES,2282,-0.538035666,-0.80002083,1.309536469,0,0.02355579,-0.000340683,-0.005621268,0,0.010926188,-5.46349155,-8.12382398,13.29770847,0,0.23919764,-0.00345947,-0.057081255,0,0.110950145,1.05E-09,2.59E-13,-5.46349155
IN,,,,,NO,171.0628653,GARR,YES,2283,-0.025860475,0.011557754,0,0,0,0,-0.001155775,0,0.015458496,-0.044231795,0.0197684,0,0,0,0,-0.00197684,0,0.026440235,1.00E-10,2.50E-14,-0.044231795
IN,MUN,CHESTERTOWN,,,NO,80.28866314,KENT,YES,2284,0.029235897,-19.20459896,7.036926476,0,5.828714575,0,0,0,6.309722013,0.023474975,-15.42034042,5.65030293,0,4.6801687,0,0,0,5.066393815,0,0,0
IN,MUN,MORNINGSIDE, , ,NO,0.81913309,PRIN,YES,2285,-0.090525045,0.06035003,0,0,0,0,0,0,0.030175015,-0.000741315,0.00049421,0,0,0,0,0,0,0.000247105,0,0,0
IN,MUN,HYATTSVILLE, , ,NO,151.8659085,PRIN,YES,2286,-1.484754664,0.994229208,-0.136175724,0,0.130481398,-0.008785531,-0.001789645,0,0.506794957,-2.25508023,1.510058655,-0.206826885,0,0.19817821,-0.01334367,-0.002718155,0,0.769732075,0,0,0
IN,MUN,BRENTWOOD, , ,NO,169.0714263,PRIN,YES,2287,-3.973302819,2.308163334,0,-0.000292284,0,-0.036681588,-0.000584567,0,1.702697923,-6.71829074,3.90277637,0,-0.00049421,0,-0.062023355,-0.00098842,0,2.879020355,0,0,0
IN,MUN,NORTH BRENTWOOD, , ,NO,15.08090639,PRIN,YES,2288,-2.755795855,2.149586303,0,0,0,-0.021299255,-0.004915213,0,0.632424019,-0.41563061,0.32420176,0,0,0,-0.003212365,-0.000741315,0,0.09538253,0,0,0
IN,MUN,BRENTWOOD, , ,NO,59.77206281,PRIN,YES,2289,-3.852561002,3.195724153,0,0,1.501341369,-0.043816681,-0.001240095,0,-0.799447744,-2.3030186,1.910368755,0,0,0.89748536,-0.02619313,-0.000741315,0,-0.47790107,0,0,0
IN,MUN,QUEEN ANNE, , ,NO,1.30678439,TALB,YES,2290,-4.990548204,4.990548204,0,0,0,0,0,0,0,-0.06523572,0.06523572,0,0,0,0,0,0,0,0,0,0
IN,MUN,ROCK HALL,,,NO,80.6104743,KENT,YES,2291,0,-0.001838945,0,0,0,0,0,0,0.001838945,0,-0.00148263,0,0,0,0,0,0,0.00148263,0,0,0
IN,MUN,ROCK HALL,,,NO,67.15141786,KENT,YES,2292,0.003311624,-0.011406704,0,-0.002207749,0,0,0,0,0.01030283,0.002223945,-0.007660255,0,-0.00148263,0,0,0,0,0.00691894,0,0,0
IN,,, , ,NO,5.7460346,WASH,YES,2293,-0.963523744,0.980729525,-0.017205781,0,0,0,0,0,0,-0.05535152,0.05633994,-0.00098842,0,0,0,0,0,0,0,0,0
IN,,,RV,CHEWSVILLE,NO,195.9985542,WASH,YES,2294,0.167691307,-0.321891659,-0.007060687,0,0.024712403,-0.000756502,0,0,0.137305138,0.32864965,-0.630859065,-0.01383788,0,0.04843258,-0.00148263,0,0,0.269097345,0,0,0
IN,,, , ,NO,0.22113618,WASH,YES,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,,,,NO,94.46081378,WASH,YES,2296,0.065928201,-0.056509887,0,0,0.00026162,-0.004970777,0,0,-0.004709157,0.06227046,-0.05337468,0,0,0.000247105,-0.004694995,0,0,-0.00444789,2.998149535,0.000740858,0.061529602
IN,,, , ,YES,14.18566171,WASH,NO,2297,-0.097530391,0.097530391,0,0,0,0,0,0,0,-0.01383788,0.01383788,0,0,0,0,0,0,0,0,0,0
IN,MUNCOM,HAGERSTOWN, , ,YES,18.45471847,WASH,NO,2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,,, , ,NO,344.6178271,WASH,YES,2299,-0.680744811,-0.379920574,1.048761493,0,0.024668305,-0.001434204,0,0,-0.01133021,-2.345767765,-1.30916229,3.613910625,0,0.08500412,-0.0049421,0,0,-0.03904259,-3389.408048,-0.837539676,-1.508228089
IN,,,RV,SANDY HOOK,NO,95.11736513,WASH,YES,2300,0.038710851,-0.158480664,0,0,0.158480664,-0.007794131,0,0,-0.03091672,0.036818645,-0.15073405,0,0,0.15073405,-0.00741315,0,0,-0.029405495,1.02E-10,2.50E-14,0.036818645
IN,,, , ,NO,243.6167048,WASH,YES,2301,-0.172450172,0.170117023,0,-0.001420178,0.046358664,-0.00395621,0,0,-0.038649127,-0.4200785,0.414395085,0,-0.00345947,0.112926985,-0.009637095,0,0,-0.094147005,0,0,-0.4200785
IN,,, , ,NO,63.15144597,WASH,YES,2302,0.141272233,-0.17336177,0,0,0.048134306,-0.005870037,0,0,-0.010174731,0.089204905,-0.109467515,0,0,0.030393915,-0.003706575,0,0,-0.00642473,0,0,0
